,"ID_OLD
ID_OLD","ID
ID","CompanyName
公司名称","CompanyName2
公司名称2","Street1
街道1","Street2
街道 2","StreetNr
街道编号","Zip
邮政编码","City
城市","Country
国家","State
州/省","Contact
联系方式","Homepage
主页","Extended
扩展","VM_ID
VM_ID","Comment
评论","Autor
作者","Testfield
测试场"
264,,712,"APEX Group
APEX 集团",,,,,,,"Germany
德国",,,"www.apex-group.de
www.apex-group.de",,,"Gesamtenergiesysteme
vorsicht nicht appexgroup.com !
综合能源系统
请勿使用 appexgroup.com ！","eps
eps",
265,,717,"Unipetrol
Unipetrol",,,,,,,"Poland
波兰",,,,,,"gehört zur PKN Orlen Group
属于 PKN Orlen 集团",,
266,,718,"Bonett Group
波尼特集团",,,,,,,"Poland
波兰",,,,,,"the Bonett Group – the largest supplier of alternative fuel stations in Central Europe and the second largest CNG seller in the Czech Republic. The Group operates on the Czech, Polish and Slovak markets, focusing on investments, running and deliveries of alternative fuel stations.
博内特集团--中欧最大的替代燃料站供应商和捷克共和国第二大 CNG 销售商。该集团在捷克、波兰和斯洛伐克市场开展业务，专注于替代燃料站的投资、运营和交付。","eps
eps",
267,,718,"Bonett Group
波尼特集团",,,,,,,"Poland
波兰",,,,,,"the Bonett Group – the largest supplier of alternative fuel stations in Central Europe and the second largest CNG seller in the Czech Republic. The Group operates on the Czech, Polish and Slovak markets, focusing on investments, running and deliveries of alternative fuel stations.
博内特集团是中欧最大的替代燃料站供应商，也是捷克共和国第二大 CNG 销售商。该集团在捷克、波兰和斯洛伐克市场开展业务，专注于替代燃料站的投资、运营和交付。","eps
eps",
268,,721,"CMB. TECH
CMB. 技术",,,,,,,"Belgium
比利时",,,https://cmb.tech,,,"CMB.TECH, part of CMB (Compagnie Maritime Belge
CMB.TECH，隶属于 CMB（Compagnie Maritime Belge）。",,
269,,722,"Altereco - Wolftank-Adisa Group
Altereco - Wolftank-Adisa 集团",,,,,,,"Austria
奥地利",,,"wolftank.com
wolftank.com",,,"Altereco, the Spanish arm of Wolftank-Adisa Group
Wolftank-Adisa Group
Grabenweg 58
6020 Innsbruck
Austria
+43 512 345 726
+43 512 345 726 89
wolftank.com
Altereco，Wolftank-Adisa 集团的西班牙分公司
沃尔夫坦克-阿迪萨集团
Grabenweg 58
6020 因斯布鲁克
奥地利
+43 512 345 726
+43 512 345 726 89
wolftank.com","eps
eps",
270,,723,"Enagás
埃纳加斯",,,,,,,"Spain
西班牙",,,,,,,"eps
eps",
271,,724,"Tenaris
特纳里斯",,,,,,,,,,,,,,,
272,,726,"H2Point
H2Point",,,,,,,"Netherlands
荷兰",,,"www.h2point.nl
www.h2point.nl",,,,"eps
eps",
273,,727,"Chesterfield Special Cylinders CSC
切斯特菲尔德特殊气缸 CSC",,,,,,,,,,,,,"wholly owned subsidary of Pressure Technologies 
a contract with Haskel Hydrogen Group (Haskel), part of the Precision and Science Technologies Segment at Ingersoll Rand Inc. (NYSE:IR) for the supply of high-pressure Type 1 steel vessels to be used for hydrogen storage in three new Hydrogen Refuelling Stations (“HRS”). CZ
压力技术公司的全资子公司 
与英格索兰公司（纽约证券交易所股票代码：IR）精密和科学技术部门旗下的 Haskel Hydrogen Group (Haskel) 签订合同，供应高压 1 型钢制容器，用于三个新加氢站（""HRS""）的氢气储存。CZ","eps
eps",
274,,728,"ENGV
ENGV",,,,,,,"Australia
澳大利亚",,,"engv.com.au
engv.com.au",,,"ENGV are proud to be Nel’s Australian partner for PEM and Alkaline electrolyser technologies.
ENGV Pty Ltd was established in 2013 as a full-service provider to meet the needs of customers in all areas of gas storage, vehicle and transport. Since the beginning, our services have included the supply and maintenance of CNG fuelling stations, CNG and LNG vehicle & bulk trailers, conversions and fit-outs and the supply of vehicle and conversion parts.
ENGV 很荣幸成为 Nel 在澳大利亚的 PEM 和碱性电解槽技术合作伙伴。
ENGV Pty Ltd 成立于 2013 年，是一家提供全方位服务的公司，旨在满足客户在天然气储存、车辆和运输等所有领域的需求。自成立以来，我们的服务包括供应和维护 CNG 加气站、CNG 和 LNG 车辆及散装拖车、改装和装修以及供应车辆和改装零部件。","eps
eps",
275,,729,"IVYS Energy Solutions
IVYS 能源解决方案",,,,,,"Waltham, Massachusetts, USA 02451
美国马萨诸塞州沃尔瑟姆 02451","United States
美国",,,"www.ivysinc.com
www.ivysinc.com",,,"Ivys Inc. is a leading solutions provider delivering effective engineering services and products to the global energy, renewables and hydrogen markets.
SimpleFuel including Ivys and our partners PDC Machines and McPhy Energy NA,
Ivys Inc. 是一家领先的解决方案供应商，为全球能源、可再生能源和氢能市场提供有效的工程服务和产品。
SimpleFuel 包括 Ivys 以及我们的合作伙伴 PDC Machines 和 McPhy Energy NA、","eps
eps",
276,,730,"Hiringa
希林加",,,,,,,"New Zealand
新西兰",,,"www.hiringa.co.nz
www.hiringa.co.nz",,,"Together with our partners, we are establishing a production, distribution and refuelling infrastructure to enable the adoption of hydrogen solutions.
Hiringa has been developing a hydrogen production and refuelling network across New Zealand focused primarily on the heavy vehicles market. 
我们正在与合作伙伴一起建立生产、销售和加气基础设施，以便采用氢气解决方案。
Hiringa 一直在新西兰各地开发氢气生产和加气网络，主要集中在重型车辆市场。","eps
eps",
277,,731,"GP Joule
GP 焦耳",,,,,,,"Germany
德国",,,"www.gp-joule.de
www.gp-joule.de",,,"war 10 Jahre Mutterkonzern von H-TEC, aber dann Anteile an MAN verkauft; weiter Zusammenarbeit mit H-TEC
曾是 H-TEC 的母公司达 10 年之久，后将股份出售给 MAN；继续与 H-TEC 合作","eps
eps",
278,,732,"Wolftank
沃尔夫坦克",,,,,,,"Austria
奥地利",,,"www.wolftank.com
www.wolftank.com",,,"Wolftank Hydrogen GmbH wolftank-hydrogen.com Bozen Italy
Group in Innsbruck
Wolftank Hydrogen GmbH wolftank-hydrogen.com Bozen 意大利
因斯布鲁克集团","eps
eps",
279,,733,"HRS Hydrogen refueling solutions
HRS 加氢解决方案",,,,,,,"France
法国",,,"www.hydrogen-refueling-solutions.fr
www.hydrogen-refueling-solutions.fr",,,,"eps
eps",
280,,735,"Obayashi Corp.
小林公司",,,,,,,"Japan
日本",,,"www.obayashi.co.jp
www.obayashi.co.jp",,,"Bauunternehmen
建筑承包商","eps
eps",
281,,736,"Ryze Hydrogen
Ryze Hydrogen",,,,,,,"United Kingdom
英国",,,https://ryzehydrogen.com/,,,"produce and transport green  H2
生产和运输绿色 H2","eps
eps",
282,,737,"Luxfer
Luxfer",,,,,,,"United Kingdom
英国",,,"www.luxfer.com
www.luxfer.com",,,"Druckgaszylinder
global headquarters are located in the U.K. and our North American headquarters in Milwaukee, Wisconsin
Druckgaszylinder
全球总部位于英国，北美总部位于威斯康星州密尔沃基市","eps
eps",
283,,739,"H2H Energy
H2H 能源",,,,,,,"Australia
澳大利亚",,,"www.h2henergy.com.au
www.h2henergy.com.au",,,"H2H is a hydrogen specific technical consultancy, functioning as either owners engineer or supplying complete end to end project delivery solutions, typically in partnership with larger consultancies/project delivery partners, depending on the size of the project.
H2H 是一家专门从事氢能技术咨询的公司，既可以作为业主工程师，也可以提供完整的端到端项目交付解决方案，通常与大型咨询公司/项目交付合作伙伴合作，具体视项目规模而定。","eps
eps",
284,,741,"Konan Kogyo
科南工业",,,,,,,"Japan
日本",,,"www.konankogyo.jp/
www.konankogyo.jp/",,,"gehört zu ENEOS, AISIN Group
隶属于 ENEOS、AISIN 集团","eps
eps",
285,,742,"KOHYGEN
KOHYGEN",,,,,,,"Korea
韩国",,,https://kohygen.co.kr,,,"Bauen tankstellen in Korea so ähnlich wie H2 Mobility
在韩国建设类似 H2 Mobility 的加气站","eps
eps",
286,,744,"SHV Energy China
SHV 能源中国",,,,,,,,,,"www.xiweigas.com
www.xiweigas.com",,,"Ableger von NL SH Energy www.shvenergy.com und heißt in China Xiwei http://www.xiweigas.com
NL SH Energy www.shvenergy.com 的分支，在中国被称为 Xiwei http://www.xiweigas.com","eps
eps",
287,,745,"Idro Meccanica
Idro Meccanica",,,,,,,"Italy
意大利",,,http://www.idromeccanica.it,,,"Kompressoren
压缩机","eps
eps",
288,,749,"Skai Energies
斯凯能源公司",,,,,,"Melbourne
墨尔本","Australia
澳大利亚",,,https://www.skaienergies.com/,,,"stammt von Nilsson Energy Sweden
laktiv in Australia
stand alone power systems
来自瑞典 Nilsson 能源公司
活跃于澳大利亚
独立电力系统","eps
eps",
289,,750,"Nilsson Energy
尼尔森能源公司",,,,,,,"Sweden
瑞典",,,https://nilssonenergy.com/,,,"off-grid systeme
离网系统","eps
eps",
290,,755,"Haffner Energy
哈夫纳能源公司",,,,,,,"France
法国",,,"www.haffner-energy.com
www.haffner-energy.com",,,"H2 aus organic waste Hynoca process
H2 aus 有机废物 Hynoca 工艺","eps
eps",
291,,758,"Lhyfe
Lhyfe",,,,,,,"France
法国",,,"www.lhyfe.com
www.lhyfe.com",,,"EL Hersteller , erste EL off shore wind
EL Hersteller, erste EL offshore wind","eps
eps",
292,,760,"SHiE
SHiE",,,,,,,"Spain
西班牙",,,,,,"Arpa Equipos Móviles de Campaña and Grupo Zoilo Ríos are have come together to launch SHiE with a clear purpose, to offer comprehensive solutions for the generation, transport, storage and dispensing of green hydrogen, produced 100% from renewable resources such as photovoltaic solar energy or wind energy.
Arpa Equipos Móviles de Campaña 和 Grupo Zoilo Ríos 共同推出 SHiE 的目的很明确，就是为绿色氢气的生产、运输、储存和分配提供全面的解决方案，这些氢气 100% 由光伏太阳能或风能等可再生资源生产。","eps
eps",
293,,761,"Kustec
库斯泰克",,,,,,,"Austria
奥地利",,,"www.kustec.at/
www.kustec.at/",,,"Kälteanlage Wien BUs HRS
维也纳各单位的制冷设备 HRS","eps
eps",
294,,762,"Calvera
卡尔维拉",,,,,,,"Spain
西班牙",,,"www.calvera.es
www.calvera.es",,,,"eps
eps",
295,,764,"Sato Fuel Co. Ltd.
佐藤燃料株式会社 佐藤燃料株式会社",,,,,,,"Japan
日本",,,,,,,"eps
eps",
296,,765,"Censtar
Censtar",,,,,,,"China
中国",,,"www.censtargroup.com/censtar/
www.censtargroup.com/censtar/",,,,"eps
eps",
297,,766,"Hypion GmbH
Hypion GmbH",,,,,,,"Germany
德国",,,https://hypion.eu,,,"Projektentwickler
项目开发人员","eps
eps",
298,,767,"Element 2
要素 2",,,,,,,"United Kingdom
英国",,,"www.element-2.co.uk
www.element-2.co.uk",,,"scheint noch junge Firma zu sein, die HRS Standorte entwickelt, Kein direkter Technologylieferant. News Seite nicht aktuell siehe Teeside 1491
似乎是一家开发 HRS 站点的年轻公司，而不是直接的技术供应商。新闻页面未更新，请参见提赛德 1491","eps
eps",
299,,768,"Toagosei Co., Ltd.
Toagosei Co.",,,,,,,"Japan
日本",,,https://www.toagosei.co.jp/english/,,,,"eps
eps",
300,,770,"Millennium Reign Energy LLC
Millennium Reign Energy LLC",,,,,,"Dayton
代顿","United States
美国",,,,,,"https://residentialhydrogenpower.com/
mreh2.com
war schon persönl. Kontakt","eps
eps",
301,,771,"Framatome Covalion
Framatome Covalion",,,,,,,"France
法国",,,"www.framatome.com www.cavalion.net
www.framatome.com www.cavalion.net",,,"wohl hauptsächlich Framatome GmbH in De kümmert sich um EL und HRS
https://www.framatome.com/solutions-portfolio/portfolio/product?product=A1752
besteht noch Verbindung zu Arevah2gen die jetzt zu Elogenh2 geworden sind?
Covalion ist Brand von Frameatome
可能主要是德国的 Framatome GmbH 负责 EL 和 HRS。
https://www.framatome.com/solutions-portfolio/portfolio/product?product=A1752
Arevah2gen 现在已成为 Elogenh2，它与 Arevah2gen 是否还有联系？
Covalion 是 Frameatome 的一个品牌。","eps
eps",
302,,771,"Framatome Covalion
Framatome Covalion",,,,,,,"France
法国",,,"www.framatome.com www.cavalion.net
www.framatome.com www.cavalion.net",,,"wohl hauptsächlich Framatome GmbH in De kümmert sich um EL und HRS
https://www.framatome.com/solutions-portfolio/portfolio/product?product=A1752
besteht noch Verbindung zu Arevah2gen die jetzt zu Elogenh2 geworden sind?
Covalion ist Brand von Frameatome
可能主要是德国的 Framatome GmbH 公司负责 EL 和 HRS。
https://www.framatome.com/solutions-portfolio/portfolio/product?product=A1752
Arevah2gen 现在已成为 Elogenh2，它与 Arevah2gen 是否还有联系？
Covalion 是 Frameatome 的一个品牌。","eps
eps",
303,,775,"PRF - GAS, TECNOLOGIA E CONSTRUCAO, S.A.
PRF - GAS, TECNOLOGIA E CONTRUCAO, S.A",,,,,,"Azoia – Leiria
阿索亚 - 莱里亚","Portugal
葡萄牙",,,"www.prf.pt
www.prf.pt",,,,"eps
eps",
304,,781,"Fusion Fuel
聚变燃料",,,,,,,,,,"www.fusion-fuel.eu
www.f",,,"Irland und Portugal
in Spanien tätig
Vedrsorgung green H2
爱尔兰和葡萄牙
活跃于西班牙
绿色 H2",,
305,,782,"Wystrach
Wystrach",,,,,,,"Germany
德国",,,,,,"gehört zu Hexagon ?
属于 Hexagon ?","eps
eps",
306,,787,"Schwelm Anlagentechnik GmbH
Schwelm Anlagentechnik GmbH",,,,,,,"Germany
德国",,,https://www.schwelm-at.de,,,"bauen HRS Haren  Niedrsachsen
建造 HRS 哈伦下萨克森州","eps
eps",
307,,792,"CIMC Hydrogen Energy Technology
中集集团氢能源技术",,,,,,,"China
中国",,,,,,"CIMC Hydrogen Energy Technology (Beijing)
Co., Ltd., a subsidiary of CIMC Enric Holdings Limited
中集氢能源技术（北京）

C","eps
eps",
308,,793,"NanoSun
纳米太阳",,,,,,,"United Kingdom
英国",,,"www.nanosun.co.uk
www.nanosun.co.uk",,,"mobile HRS
移动 HRS","eps
eps",
309,,795,"SANY Hydrogen Energy Co., Ltd.
三一氢能源有限公司",,,,,,,"China
中国",,,"www.sanyglobal.com
www.s",,,"subsidiary of Sany Group
三一集团子公司","eps
eps",
310,,796,"Guangtai Hydrogen Energy
广泰氢能",,,,,,,"China
中国",,,,,,,"eps
eps",
311,,798,"Carlsun Energy Solutions
卡尔森能源解决方案",,,,,,,"Canada
加拿大",,,"www.carlsun.com
www.carlsun.com",,,"Carlsun Energy Solutions (“Carlsun Energy”) is an independently owned Canadian engineering and contracting company with over 20 years of combined experience on large-scale renewable energy projects and hydrogen integration for industry. Carlsun Energy is leading market development in the hydrogen sector with numerous decarbonization projects currently underway in Ontario.
Carlsun Energy Solutions（以下简称 ""Carlsun Energy""）是加拿大一家独立经营的工程承包公司，在大型可再生能源项目和工业氢气集成方面拥有 20 多年的综合经验。Carlsun Energy 引领着氢能领域的市场发展，目前正在安大略省开展众多脱碳项目。","eps
eps",
312,,800,"Hype
海普",,,,,,,"France
法国",,,"hype.taxi
炒作出租车",,,"Betreibt H2 taxis in Paris und baut weiter aus
在巴黎运营 H2 出租车并继续扩张","eps
eps",
313,,802,"Emerson
爱默生",,,,,,,,,,"www.emerson.com
www.e",,,"Sicherheitsequipment, valves, arbeitet mit Kohygen Korea zusammen
安全设备、阀门与韩国 Kohygen 公司合作","eps
eps",
314,,803,"VINCI
VINCI",,,,,,,"France
法国",,,"www.vinci.com
www.vinci.com",,,"Baufirma  VINCI Concessions 
VINCI Energies 
baut mit Hype
Baufirma VINCI 特许经营公司 

VINCI 能源 
baut mit Hype","eps
eps",
